Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity,Active Stock,,,
PREGABID 50MG CAPSULE,OBGY,STRIP,0,2,0,2,,,
PREGABID 75MG CAPSULE,OBGY,STRIP,0,1,0,1,,,
PREGABID D 50 STRIP OF 10 CAPSULES,OBGY,STRIP,5,27,0,32,,,
PREGABNYL NTM 75MG/1500MCG/10MG TABLET 10,OBGY,STRIP,0,3,1,2,,,
PREGAFAB NT,OBGY,TAB,0,3,0,3,,,
PREGAKEM PREGNANCY KIT 1'S,OBGY,BOX,1,0,1,0,,,
PREGALYV M STRIP OF 10 CAPSULES,OBGY,STRIP,0,3,0,3,,,
PREGNA CREAM 100GM,OBGY,TUBE,0,2,1,1,,,
PREVELON ANTISEPTIC DISINFECTANT LIQUID 100 ML,GENERAL SURGERY,BOTTLE,1,10,1,10,,,
PREVLON SOLU,GENERAL SURGERY,SOLUTION,3,24,3,24,,,
PRIME PAD,GENERAL SURGERY,SOFT ROLL,13,70,25,58,,,
PRIME POP,GENERAL SURGERY,PREMIUM,8,66,18,56,,,
PRIME,GENERAL SURGERY,POP,9,83,6,86,,,
PRIMOLUT N 5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,8,19,0,27,,,
PRO-EASE,GENERAL MEDICINE,PADS,5,151,6,150,,,
PROGYNOVA 1MG STRIP OF 21 TABLETS,OBGY,STRIP,0,1,0,1,,,
PROGYNOVA 1MG STRIP OF 28 TABLETS,OBGY,STRIP,0,0,0,0,,,
PROGYNOVA 2MG STRIP OF 28 TABLET,OBGY,STRIP,0,2,0,2,,,
PROLENE 1 0 NW 843,GENERAL MEDICINE,BOX,7,27,6,28,,,
PROLENE 1 NW 840,GENERAL MEDICINE,BOX,0,1,0,1,,,
PROLENE 2-0 NW 807,GENERAL MEDICINE,PACKET,4,3,4,3,,,
PROLENE 2-0 RB NW844,GENERAL MEDICINE,BOX,8,16,6,18,,,
PROLENE 2 0 NW 807,GENERAL MEDICINE,BOX,0,1,0,1,,,
PROLENE 3 0 NW 825,GENERAL MEDICINE,BOX,,10,3,7,,,
PROLENE 3 0 NW 838,GENERAL MEDICINE,BOX,0,11,3,8,,,
PROLENE 4 0 NW 849,GENERAL MEDICINE,BOX,2,2,2,2,,,
PROLENE,GENERAL SURGERY,4,1,7,1,7,,,
PROLENE 5 0 NW 881,GENERAL MEDICINE,BOX,4,6,4,6,,,
PROLENE 6 0 NW 829,GENERAL MEDICINE,BOX,1,9,0,10,,,
PROLENE 7 0 W 8704,GENERAL MEDICINE,BOX,1,10,6,5,,,
PROLENE MESH 15CMX15CM,GENERAL SURGERY,PACKET,0,1,0,1,,,
PROLENE MESH 7.6 15CM,GENERAL SURGERY,PACKET,1,1,1,1,,,
PROLIFRAC STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,11,0,11,,,
PROLOMET AM 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
PROLOMET XL 25,GENERAL MEDICINE,TAB,0,5,0,5,,,
PROLOMET XL 25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2,80,0,82,,,
PROLOMET XL 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,9,5,4,10,,,
PROLUS,GENERAL SURGERY,MESH,3,5,3,5,,,
PROLUS MESH,GENERAL SURGERY,30*30,0,1,0,1,,,
PROLUS MESH 7.6*15 CM,GENERAL SURGERY,1,0,3,0,3,,,
PROLUS MESH,GENERAL SURGERY,HERNIA MESH,0,13,0,13,,,
PROLUTON DEPOT 250MG INJ 1ML,ORTH,AMPOULE,0,1,1,0,,,
PROLUTON DEPOT 500MG INJ 2ML,ORTH,AMPOULE,0,1,1,0,,,
PROPYGENTA NF CREAM 20GM,OBGY,TUBE,0,1,0,1,,,
PROTHIADEN 25MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1,3,1,3,,,
PROTHIADEN M 50MG TAB 15'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
PROZOLE ADHESIVE FELT,GENERAL SURGERY,PADS,1,2,1,2,,,
PUC 650MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,11,83,10,84,,,
PULMOCARE STRAWBERRY FLAVOUR TIN OF 200GM POWDER,ENT,BOX,4,42,0,46,,,
PYLOFLUSH CAPSULE 10'S,GENERAL MEDICINE,STRIP,1,8,1,8,,,
PYRIGESIC 1GM TABLET,GENERAL MEDICINE,STRIP,3,6,0,9,,,
PYRITEC 650MG TAB,GENERAL MEDICINE,STRIP,6,39,4,41,,,
PYROLATE INJ 10ML,GENERAL MEDICINE,AMPOULE,0,6,0,6,,,
PYROLATE INJ 1ML,GENERAL MEDICINE,AMPOULE,33,218,0,251,,,
QLINK PD 75/20,GENERAL MEDICINE,TAB,9,119,21,107,,,
QMAX IV,GENERAL MEDICINE,INFUSION,0,2,0,2,,,
QNOX 0.6,GENERAL MEDICINE,INJ,2,38,2,38,,,
QRVITA GOLD,GENERAL MEDICINE,SACHET,0,350,57,293,,,
QUALGUT,GENERAL SURGERY,1.0  4242,2,3,2,3,,,
QUALGUT,GENERAL SURGERY,2.0  4241,1,3,1,3,,,
QUALGUT NO 1,GENERAL SURGERY,SUT,7,18,7,18,,,
QUTAN 25MG TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
R.L.,GENERAL SURGERY,INFUSION,0,25,0,25,,,
RABALKEM D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,20,0,23,,,
RABEBLES 20MG TAB 10'S,GENERAL MEDICINE,STRIP,3,0,0,3,,,
RABECID DSR,GENERAL MEDICINE,CAP,56,100,9,147,,,
RABEFRESH DSR CAPSULE,GENERAL MEDICINE,STRIP,0,5,0,5,,,
RABEMAC OS,GENERAL MEDICINE,SYP,0,4,0,4,,,
RABESEC 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,8,0,3,5,,,
RABESEC D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,10,1,10,,,
RABEZOL DSR CAPSULE,GENERAL MEDICINE,STRIP,7,20,0,27,,,
RABI D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,10,0,16,,,
RABLET IT CAPSULE,GENERAL MEDICINE,STRIP,2,1,0,3,,,
RABSUN D,GENERAL MEDICINE,CAP,2,60,1,61,,,
RABSUN DSR,GENERAL MEDICINE,CAP,0,60,0,60,,,
RABZES D,GENERAL MEDICINE,TAB,4,11,0,15,,,
RAHADINE 10% SOLUTION,GENERAL SURGERY,100ML,4,6,4,6,,,
RAMADINE 10% SOLU 100ML,GENERAL MEDICINE,BOTTLE,2,22,2,22,,,
RAMADINE 7.5% SCRUB 100ML,GENERAL MEDICINE,BOTTLE,0,3,0,3,,,
RANIDOM MPS SUSPENSION 170ML,GENERAL MEDICINE,BOTTLE,4,163,3,164,,,
RANIDOM O ORANGE FLAV SF SUSP 200ML,GENERAL MEDICINE,BOTTLE,0,13,0,13,,,
RANIDOM O SF SUSPENSION 200ML,GENERAL MEDICINE,BOTTLE,2,18,1,19,,,
RANIMAC,GENERAL MEDICINE,INJ,4,16,1,19,,,
RANLOC INJ 2ML,GENERAL MEDICINE,AMPOULE,0,155,0,155,,,
RANTAC INJECTION 2ML,GENERAL MEDICINE,AMPOULE,0,50,0,50,,,
RANTAC MPS LA MINT FLAV SF SUSP 170ML,GENERAL MEDICINE,BOTTLE,0,1,1,0,,,
RAPEED D,GENERAL MEDICINE,CAPSULS,2,25,1,26,,,
RASHFREE CREAM 20GM,PED,TUBE,0,1,1,0,,,
RAZORS,GENERAL SURGERY,GALANT,24,205,7,222,,,
RCIFAX 200MG TABLET,GENERAL MEDICINE,STRIP,0,4,0,4,,,
RCIFAX 400MG TABLET,GENERAL MEDICINE,STRIP,6,18,4,20,,,
REBAGEN 100MG TABLET,GENERAL MEDICINE,STRIP,5,6,5,6,,,
REBEFRESH DSR,GENERAL MEDICINE,TAB,15,50,6,59,,,
REBEN 20MG TAB,GENERAL MEDICINE,STRIP,0,1,0,1,,,
REBEZ DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,-8,280,0,272,,,
REBONAGE,GENERAL MEDICINE,TAB,0,115,10,105,,,
RECTOS BOTTLE OF 100ML ANTISEPTIC SOLUTION,GENERAL MEDICINE,BOTTLE,0,6,0,6,,,
REETAC,GENERAL SURGERY,INJ,48,370,20,398,,,
REGESTRONE 5MG TABLET,OBGY,STRIP,2,0,2,0,,,
REGLAN INJ AMP,GENERAL MEDICINE,VIAL,2,20,0,22,,,
REGLOMET,GENERAL SURGERY,INJ,9,60,46,23,,,
REINFORCED TRACHEAL,GENERAL SURGERY,TUB,1,2,1,2,,,
REINFORCED TRACHEAL TUBE,GENERAL SURGERY,7 NO,1,1,0,2,,,
REJUSPERMIN CAP 10'S,GENERAL MEDICINE,STRIP,1,0,0,1,,,
RELIDINE 10%,GENERAL SURGERY,SOLN,3,94,3,94,,,
RENGOXIME,GENERAL SURGERY,INJ,1,5,0,6,,,
RESPISMART N,PED,TAB,14,132,7,139,,,
RL 500ML,GENERAL SURGERY,,0,1,0,1,,,
RESTYL 0.5MG STRIP OF 15 TABLETS,GENERAL MEDICINE,,0,1,0,1,,,
RESWAS COUGH SYP 120ML,ENT,BOTTLE,3,8,2,9,,,
RESWAS LS SYRUP 100ML,ENT,BOTTLE,2,11,2,11,,,
REVELOL XL 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,,0,7,0,7,,,
REVLAMER 400MG TABLET,GENERAL MEDICINE,,0,3,0,3,,,
RIB BELT,ORTH,XXL,1,1,1,1,,,
RIFAGUT 400MG TABLET,GENERAL MEDICINE,,0,27,1,26,,,
RIFAGUT 550MG TABLET,GENERAL MEDICINE,,0,1,0,1,,,
RIFAKEM 400 STRIP OF 10 TABLETS,GENERAL MEDICINE,,10,110,9,111,,,
RINIFOL,GENERAL MEDICINE,,0,21,4,17,,,
RINIFOL STRIP OF 10 CAPSULES,GENERAL MEDICINE,,14,102,0,116,,,
RINILACT,GENERAL MEDICINE,,0,1,0,1,,,
RIO D3 CAP 4'S,GENERAL MEDICINE,,0,120,0,120,,,
RIO HEAVY FLOW PADS - PACK OF 6,GENERAL SURGERY,PACK,8,12,8,12,,,
RITENOV ORAL,GENERAL MEDICINE,,1,14,3,12,,,
RIVABAN 10MG STRIP OF 14 TABLETS,GENERAL MEDICINE,,1,21,5,17,,,
RIVABAN 20 MG,GENERAL MEDICINE,,0,1,0,1,,,
RIVAXA 10MG STRIP OF 14 TABLETS,GENERAL MEDICINE,,0,3,0,3,,,
RL 500ML,GENERAL SURGERY,,158,4299,195,4262,,,
ROCROSE,GENERAL MEDICINE,,0,40,0,40,,,
ROKFOS 5M INJECTION 100ML,GENERAL SURGERY,VIAL,0,3,0,3,,,
ROLLER BANDAGE 10CM*9MTR,GENERAL SURGERY,BANDAGE,12,140,0,152,,,
ROLLER BANDAGE 15CMX5MT PACK OF 12,PED SURGERY,KIT,0,40,0,40,,,
ROLLER BANDAGE SIZE 15CMX10MT,PED SURGERY,PACKET,0,20,0,20,,,
ROMO ADK SIZE 28,PED SURGERY,BOX,1,2,1,2,,,
ROMO VAC SET FG 10,GENERAL SURGERY,BOX,1,2,1,2,,,
ROMO VAC SET FG 12,GENERAL SURGERY,BOX,0,6,0,6,,,
ROMO VAC SET FG 14,GENERAL SURGERY,BOX,2,16,2,16,,,
ROMO VAC SET FG 16,GENERAL SURGERY,BOX,2,2,2,2,,,
ROMOADK 32 1PC,GENERAL SURGERY,PACKET,2,2,1,3,,,
ROMSON FLATUS ADULT TUBE,ENT,PACKET,0,0,0,0,,,
ROMSONS EXTEENA SINGLE 15 CM EXTENSION LINE 20 NO'S,GENERAL SURGERY,BOX,0,0,0,0,,,
ROMSONS EXTENSION LINE 100 CM VEIN O LINE 20 NO'S,GENERAL SURGERY,BOX,0,0,0,0,,,
ROMSONS FOLEY TRAC 3 WAY 20 FG FOLEY CATHETER 1 NO'S,GENERAL SURGERY,PACKET,2,2,1,3,,,
ROMSONS NEL CATH FG 14 NELATON CATHETER 100 NO'S - 100 NUMBERS,GENERAL SURGERY,BOX,2,4,2,4,,,
ROMSONS OXY SET TWIN BORE NASAL OXYGEN SET ADULT,ENT,PACKET,4,6,4,6,,,
ROMSONS RESPIROMETER,ENT,BOX,0,4,0,4,,,
ROMSONS ROMO ADK ABDOMINAL 28 FG DRAINAGE KIT 10 NO'S,ENT,BOX,1,1,1,1,,,
RONIFOL,GENERAL MEDICINE,CAP,0,2,2,0,,,
ROPIN HEAVY 0.75%,GENERAL SURGERY,INJ,,3,0,3,,,
ROSEDAY F 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,3,0,3,,,
ROSUMAC ASP 10/75 CAP 10'S,GENERAL MEDICINE,STRIP,5,18,4,19,,,
ROSUMAC ASP 20MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,4,4,4,4,,,
ROSYCAP ASP 20/75MG CAP 10'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
ROTAFLOW,PED SURGERY,METER,0,2,0,2,,,
ROTAHALER 1'S,PED SURGERY,BOX,0,1,0,1,,,
ROZAGOLD 10MG CAPSULE,GENERAL MEDICINE,STRIP,0,1,0,1,,,
ROZAGOLD 20MG CAPSULE,GENERAL MEDICINE,STRIP,4,27,2,29,,,
ROZAVEL 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,4,3,4,,,
ROZAVEL 20MG BOTTLE OF 60 TABLETS (60 TABLETS+30 TABLETS FREE),GENERAL MEDICINE,BOTTLE,0,2,2,0,,,
ROZAVEL 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,36,0,37,,,
ROZAVEL 40MG TABLET,GENERAL MEDICINE,STRIP,9,5,1,13,,,
ROZAVEL A 75MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,7,71,2,76,,,
ROZAVEL F 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10,13,10,13,,,
ROZUCOR ASP 10MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0,2,0,2,,,
RRB 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,16,2,17,,,
RUSCH 2 WAY SILICONE FOLEY CATHETER FG 16,PED SURGERY,PACKET,0,0,0,0,,,
RUSCH FOLEY CATHETER NO 14,GENERAL SURGERY,PACKET,0,10,0,10,,,
RUSCH FOLEY CATHETER NO 16,GENERAL SURGERY,PACKET,5,10,4,11,,,
RUSCH FOLEY CATHETER NO 18,GENERAL SURGERY,PACKET,10,10,9,11,,,
RUSCH FOLEY CATHETER,GENERAL SURGERY,NO 8,7,10,7,10,,,
RUXODERM,GENERAL MEDICINE,OINT,5,43,1,47,,,
RYALTRIS MONO BOTTLE OF 120MD NASAL SPRAY,ENT,BOTTLE,0,2,0,2,,,
RYLE S TUBE NO.14,GENERAL SURGERY,PACKET,2,3,1,4,,,
RYLE S TUBE NO.16,GENERAL SURGERY,PACKET,6,12,6,12,,,
RYLE S TUBE NO.18,GENERAL SURGERY,PACKET,2,4,0,6,,,
RYLES TUBE NO 14,GENERAL SURGERY,PACKET,0,7,0,7,,,
RYLES TUBE NO 16,GENERAL SURGERY,TUBE,7,11,7,11,,,
SAAZ DS 1GM STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,6,2,5,,,
SAFTI IV INFUSION SET 1,PED SURGERY,PACKET,1,520,1,520,,,
SALMERO 1GM INJ 20ML,ENT,VIAL,0,15,0,15,,,
SALZONE 1.5GM INJ,ENT,INJECTION,0,2,0,2,,,
SAM-MB,GENERAL SURGERY,INJ,2,5,2,5,,,
SANDU STRESAN,GENERAL MEDICINE,TAB,11,96,2,105,,,
SATNAM LS BELT,ORTH,SMALL,1,1,1,1,,,
SAZO 1000MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SAZO 500 MG TABLET 15,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SCABI FRESH WRAP OF 75GM SOAP,PED,WRAP,0,3,0,3,,,
SCALP VAN SCALP VEIN SET WITH WINGS NEEDLE 22G,GENERAL SURGERY,BOX,4,0,4,0,,,
SCAREND GEL 10GM,ENT,TUBE,1,7,1,7,,,
SCAREND SILICONE GEL 10GM,OBGY,TUBE,1,2,0,3,,,
SEDATE 30MG,GENERAL SURGERY,INJ,0,10,0,10,,,
SEGO ELASTIC ABDOMINAL,OBGY,BELT,0,1,0,1,,,
SEMI BROM 1.25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
SEPTRAN 400/80 MG SYRUP 60 ML,GENERAL MEDICINE,BOTTLE,2,4,2,4,,,
SERENACE 0.5MG TABLET,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SERENACE INJ 1ML,GENERAL MEDICINE,AMPOULE,0,2,0,2,,,
SERJUN POWDER FREE GLOUSE 6.5,GENERAL SURGERY,BOTTLE,0,12,0,12,,,
SEROFLO 500MCG ROTACAPS,ENT,BOX,0,1,0,1,,,
SERTA 50MG,ENT,STRIP,0,1,0,1,,,
SHELCAL 250MG TABLET,GENERAL MEDICINE,STRIP,10,2,0,12,,,
SHELCAL 500MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1,6,1,6,,,
SHELCAL HD 12 TABLET,GENERAL MEDICINE,STRIP,0,7,0,7,,,
SHELCAL HD STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,10,0,10,,,
SHELCAL XT STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5,1,0,6,,,
SIBELIUM 10MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SIBELIUM 5MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0,2,1,1,,,
SICRIPTIN 1.25MG TABLET,GENERAL MEDICINE,STRIP,0,14,3,11,,,
SILICON NIPPLE,PED,BOX,2,8,1,9,,,
SILICONE CATHETER,GENERAL SURGERY,FOLY,0,1,0,1,,,
SILICONE FOLEY CATHETER NO.14 FR,GENERAL SURGERY,PACKET,0,5,0,5,,,
SILODAL 8MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SILODOL D 8,GENERAL MEDICINE,CAP,0,1,0,1,,,
SILOFAST 8 STRIP OF 15 CAPSULES,GENERAL MEDICINE,STRIP,0,2,0,2,,,
SILVEREX IONIC CREAM 100 GM,GENERAL MEDICINE,TUBE,0,2,0,2,,,
SILVEREX IONIC GEL 10GM,GENERAL MEDICINE,TUBE,0,6,2,4,,,
SILVEREX SSD TUBE OF 10GM CREAM,GENERAL MEDICINE,TUBE,0,1,0,1,,,
SILVEREX SSD TUBE OF 20GM CREAM,GENERAL MEDICINE,TUBE,0,2,0,2,,,
SINAREST AF BOTTLE OF 15ML DROPS,ENT,BOTTLE,0,2,0,2,,,
SINAREST AF NEW BOTTLE OF 15ML DROPS,ENT,BOTTLE,0,1,0,1,,,
SINAREST AF NEW BOTTLE OF 60ML SYRUP,ENT,BOTTLE,1,4,1,4,,,
SINAREST BOTTLE OF 75ML SYRUP,ENT,BOTTLE,0,6,0,6,,,
SINAREST NEW STRIP OF 15 TABLETS,ENT,STRIP,14,37,4,47,,,
SINAREST PAED DROPS 15ML,ENT,BOTTLE,0,4,0,4,,,
SINAREST SUSPENSION 60 ML,ENT,BOTTLE,3,5,1,7,,,
SINAREST VAPOCAPS,ENT,STRIP,5,2,0,7,,,
SIOTONE STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SIRI,ENT,SYP,0,12,0,12,,,
SITADAY 50,GENERAL MEDICINE,TAB,5,2,0,7,,,
SITAGLO 50,GENERAL MEDICINE,TAB,0,2,0,2,,,
SITAXA 100MG,GENERAL MEDICINE,TAB,3,29,3,29,,,
SITAXA D 10/100,GENERAL MEDICINE,TAB,2,5,0,7,,,
SITAXA D 10/50,GENERAL MEDICINE,TAB,0,3,0,3,,,
SITAXA M 50/1000,GENERAL MEDICINE,TAB,1,15,1,15,,,
SITAXA M 50/500,GENERAL MEDICINE,TAB,11,42,4,49,,,
SITAZIT M ER 500,GENERAL MEDICINE,TAB,5,1,0,6,,,
SITCOM FORTE STRIP OF 14 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SKICEF 1500 MG INJECTION 1 ML,GENERAL MEDICINE,INJECTION,12,70,10,72,,,
SKIN,GENERAL SURGERY,MARKAR,0,2,1,1,,,
SKIN GRAFT KNIFE BLADE,GENERAL SURGERY,BOX,0,3,1,2,,,
SKIN RAZOR V PREP,GENERAL SURGERY,1,0,42,0,42,,,
SKIN STAPLES W 35,GENERAL SURGERY,BOX,2,14,2,14,,,
SKIN STEPLAR 35W 1'S,GENERAL SURGERY,PACKET,1,5,1,5,,,
SKINSHINE SOAP,GENERAL SURGERY,WRAP,1,5,1,5,,,
SMILE,GENERAL MEDICINE,BALL,0,2,1,1,,,
SOBISIS 500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SOBISIS 500MG,ENT,TAB,0,1,0,1,,,
SOBISIS FORTE 1GM STRIP OF 10 TABLETS,ENT,STRIP,0,1,0,1,,,
SODAC INJ 25ML,ORTH,INFUSION,0,5,5,0,,,
SODIUM BICARBONATE 7.5% INJ,GENERAL MEDICINE,INJECTION,0,1,0,1,,,
SODIUM BICARBONATE INJ 10ML,GENERAL MEDICINE,INJECTION,8,20,3,25,,,
SOFFICIN,ENT,CREAM,0,1,0,1,,,
SOFRAMYCIN SKIN CREAM 30GM,GENERAL MEDICINE,TUBE,5,116,6,115,,,
SOFT ROLL 10CM,GENERAL SURGERY,PACKET,0,19,0,19,,,
SOFT ROLL 15CM,GENERAL SURGERY,PACKET,6,45,6,45,,,
SOLIWAX A EAR DROPS 10ML,ENT,BOTTLE,2,5,0,7,,,
SOLIWAX EAR DROPS,ENT,BOTTLE,1,50,2,49,,,
SOLSPRE NASAL SPRAY 100ML,ENT,BOTTLE,1,11,1,11,,,
SOLUS  LNWB 2180,GENERAL SURGERY,180CM,7,73,6,74,,,
SOLUS 1.0 RC,GENERAL SURGERY,SUTURES,0,3,0,3,,,
SOLUS 2-0 910,ENT,120CM,10,12,9,13,,,
SOLUS 2.0 RB(2317)VICRYL,GENERAL SURGERY,SUTURES,13,48,12,49,,,
SOLUS 2.0 RC 2382,GENERAL SURGERY,SUTURS,1,16,1,16,,,
SOLUS NO 1,GENERAL SURGERY,2347 SUTUR,5,12,5,12,,,
SORBITRATE 10MG STRIP OF 40 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SORBITRATE 5MG STRIP OF 40 TABLETS,GENERAL MEDICINE,STRIP,0,3,0,3,,,
SOSRANE INJ 100ML,GENERAL MEDICINE,INJECTION,0,4,0,4,,,
SOSRANE INJ 250ML,GENERAL MEDICINE,INJECTION,0,2,0,2,,,
SPINAL,GENERAL SURGERY,NEEDLE,19,65,25,59,,,
SPINAL,GENERAL SURGERY,NEEDLE,7,105,4,108,,,
SPINAL NEEDLE 23,GENERAL SURGERY,NEE,20,35,19,36,,,
SPINAL NEEDLE WITH CONICAL TIP 24G X 3.5 INCH 50 NO'S,GENERAL SURGERY,BOX,0,0,0,0,,,
SPINAL NEEDLE WITH CONICAL TIP 26G X 3.5 INCH 50 NO'S,GENERAL SURGERY,BOX,1,5,1,5,,,
SPIROMETER,GENERAL SURGERY,PACKET,3,24,3,24,,,
SPLINT NO 3,GENERAL SURGERY,BOX,6,12,5,13,,,
SPLINT PED NO 1,GENERAL SURGERY,BOX,1,1,1,1,,,
SPORLAC DS 120M STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,12,3,2,13,,,
SPORLAC GG,GENERAL MEDICINE,GRANULES,0,10,0,10,,,
STALOPAM PLUS STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1,1,1,1,,,
STAMLO 10MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,7,6,2,11,,,
STAMLO 2.5 STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0,0,0,0,,,
STAMLO 2.5MG TABLET 30'S,GENERAL MEDICINE,STRIP,23,2,3,22,,,
STAMLO 5MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,5,54,4,55,,,
STAMLO BETA 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,10,9,1,18,,,
STAMLO D STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,1,0,,,
STARGUT CHROMIC CATGUT 0 RB FN 4221,GENERAL MEDICINE,BOX,5,5,3,7,,,
STAYFREE SECURE COTTONY PAD 4'S,GENERAL MEDICINE,PACKET,0,25,0,25,,,
STEMETIL,GENERAL SURGERY,INJ,0,8,6,2,,,
STEMETIL MD 5MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,4,17,3,18,,,
STERILLIUM HAND RUB 500 ML,GENERAL SURGERY,PACKET,3,11,1,13,,,
STERILLIUM SOLU 100ML,GENERAL SURGERY,BOTTLE,0,32,17,15,,,
STICOM,GENERAL MEDICINE,3,0,1,0,1,,,
STILOZ 100MG TAB 15'S,GENERAL MEDICINE,STRIP,13,7,2,18,,,
STILOZ 50MG TAB 15'S,GENERAL MEDICINE,STRIP,16,41,5,52,,,
STIMUCOR 2.5MG STRIP OF 5 TABLETS,GENERAL MEDICINE,STRIP,4,39,4,39,,,
STON 1B6 1100/375MG BOTTLE OF 200ML SOLUTION,GENERAL MEDICINE,BOTTLE,11,237,6,242,,,
STONVIL CAPSULE,GENERAL MEDICINE,STRIP,116,382,7,491,,,
STONVIL SYP,GENERAL MEDICINE,BOTTLE,0,5,0,5,,,
STRECHMIN OINTMENT 50 GM,GENERAL MEDICINE,TUBE,1,2,1,2,,,
STRECHMIN STRETCH MARKS CREAM 50GM,GENERAL MEDICINE,TUBE,0,2,0,2,,,
STROCIT 250 MG INJECTION 1 ML,GENERAL MEDICINE,INJECTION,0,0,0,0,,,
STROCIT INJ 2ML,GENERAL MEDICINE,AMPOULE,4,0,4,0,,,
STROCIT PLUS TABLET,GENERAL MEDICINE,STRIP,2,4,2,4,,,
STUGERON 25MG STRIP OF 25 TABLETS,GENERAL MEDICINE,STRIP,26,22,1,47,,,
STUGERON PLUS TABLET,GENERAL MEDICINE,STRIP,2,8,0,10,,,
SUCOL INJECTION 10ML,GENERAL MEDICINE,VIAL,4,5,4,5,,,
SUCRAFIL O GEL 200ML,PED,BOTTLE,0,23,2,21,,,
SUCROSON INJ 5ML,GENERAL MEDICINE,AMP,25,85,21,89,,,
SUCTION CATH NO 8,GENERAL SURGERY,PACKET,9,15,7,17,,,
SUCTION CATHE 14,GENERAL SURGERY,PACKET,1,10,4,7,,,
SUFRATE LA CREAM,GENERAL MEDICINE,TUBE,0,1,0,1,,,
SUJAT CAP,GENERAL MEDICINE,STRIP,0,1,0,1,,,
SUMO L 650MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,11,19,2,28,,,
SUMO L ER 650MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,4,6,4,6,,,
SUMO L PLUS 250 MG SUSPENSION 60 ML,GENERAL MEDICINE,BOTTLE,0,10,0,10,,,
SUNARIN CAP,GENERAL MEDICINE,STRIP,32,31,6,57,,,
SUPACEF 1.5GM INJ,GENERAL MEDICINE,DRY VIAL,8,85,8,85,,,
SUPACEF 750MG INJ,GENERAL MEDICINE,DRY VIAL,7,10,3,14,,,
SUPER CARE LARGE,GENERAL MEDICINE,LS BELT,2,2,2,2,,,
SUPRACAL 2000,GENERAL MEDICINE,TAB,1,18,6,13,,,
